iter	RMSE
340	0.01549955457
341	0.01541928652
342	0.01541460059
343	0.01537416351
344	0.01536529972
345	0.01527525823
346	0.01517050593
347	0.01512092412
348	0.01511868917
349	0.01499732029
350	0.01492101568
351	0.01491912282
352	0.0149172826
353	0.01486473971
354	0.01476128674
355	0.01471208726
356	0.01469969521
357	0.01469753948
358	0.01462554814
359	0.01452322854
360	0.01448614908
361	0.01446155942
362	0.01443233915
363	0.01432163716
364	0.01431966251
365	0.01430754442
366	0.01430489631
367	0.01430322861
368	0.01427579058
369	0.01418803288
370	0.01417672648
371	0.01417388496
372	0.01409986623
373	0.01405329241
374	0.01405156056
375	0.01404859015
376	0.01402320501
377	0.01400802683
378	0.01392963415
379	0.01387623369
380	0.01387473417
381	0.01383130324
382	0.01382233852
383	0.01380187988
384	0.01378593189
385	0.01371349518
386	0.01370069571
387	0.0136587947
388	0.01359378667
389	0.01359015125
390	0.01358725534
391	0.01349756967
392	0.0134897009
393	0.01344755818
394	0.01343061828
395	0.01334602148
396	0.01329107452
397	0.01327512215
398	0.01327337009
399	0.01325896673
400	0.01321511728
401	0.01317129143
402	0.01314891692
403	0.01305067418
404	0.01300201676
405	0.01289479673
406	0.01289327367
407	0.01289084691
408	0.01286314759
409	0.0128176582
410	0.01272475431
411	0.01271722405
412	0.01267994897
413	0.01258051516
414	0.01253208568
415	0.01247308119
416	0.0124250186
417	0.01242358851
418	0.01238623837
419	0.01236880257
420	0.01229418919
421	0.01229173334
422	0.01228473771
423	0.01226376476
424	0.01222253192
425	0.01221807413
426	0.01221283479
427	0.01221129483
428	0.01219188678
429	0.01210310853
430	0.01210062446
431	0.01201608264
432	0.01199759426
433	0.01199541915
434	0.01190970362
435	0.01187181603
436	0.0118472439
437	0.01181829342
438	0.01174814358
439	0.01172714319
440	0.01172383975
441	0.01168688645
442	0.01160895361
443	0.01154537413
444	0.01150945137
445	0.01150806325
446	0.01144861667
447	0.01144382737
448	0.01144278137
449	0.01142800795
450	0.01137373967
451	0.01132350909
452	0.01127249336
453	0.01126873999
454	0.01123686387
455	0.01120358049
456	0.01119104706
457	0.01118781663
458	0.0111448441
459	0.01111210254
460	0.01110979822
461	0.01107196808
462	0.01099984406
463	0.01096377297
464	0.01095478022
465	0.01091215703
466	0.01089359837
467	0.01088927753
468	0.01088629797
469	0.01082217361
470	0.01077189597
471	0.01072421514
472	0.01068665131
473	0.01067752537
474	0.01064699223
475	0.01062121644
476	0.01056786375
477	0.01053952782
478	0.01052046598
479	0.01049500285
480	0.01044987779
481	0.01040464813
482	0.01036258805
483	0.01032143745
484	0.0102965989
485	0.01026571467
486	0.01022500104
487	0.01020752552
488	0.0101865877
489	0.01016378473
490	0.01013965885
491	0.01012388696
492	0.01010486184
493	0.01008550382
494	0.01007184061
495	0.01004395834
496	0.01002774558
497	0.009979880318
498	0.009936413193
499	0.009897907923
